path	final_owner	source_sha	target_batch	retained_or_rebuilt	removed_or_forbidden	verification	status
internal/services/fastgpt_dataset_service.go	fastgpt	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	AI 分支 provision/upload/search/sync/retry 行为，重写 Tenant+Store ownership	Company scope、企微模型绑定、旧 Profile fallback	go test ./internal/services/... -run FastGPT -count=1	pending
internal/services/fastgpt_dataset_service_test.go	fastgpt	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	AI 分支 provision/upload/search/sync/retry 行为，重写 Tenant+Store ownership	Company scope、企微模型绑定、旧 Profile fallback	go test ./internal/services/... -run FastGPT -count=1	pending
internal/services/fastgpt_usage_sync_service.go	fastgpt	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	AI 分支 provision/upload/search/sync/retry 行为，重写 Tenant+Store ownership	Company scope、企微模型绑定、旧 Profile fallback	go test ./internal/services/... -run FastGPT -count=1	pending
internal/services/fastgpt_usage_sync_service_test.go	fastgpt	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	AI 分支 provision/upload/search/sync/retry 行为，重写 Tenant+Store ownership	Company scope、企微模型绑定、旧 Profile fallback	go test ./internal/services/... -run FastGPT -count=1	pending
internal/services/knowledge_base_service.go	fastgpt	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	Tenant+Store 知识库和 FastGPT readiness；行业继承 Tenant	KnowledgeBase.IntentProfileID runtime override、旧本地检索 fallback	go test ./internal/services/... -run "KnowledgeBase|FastGPT" -count=1	pending
internal/services/knowledge_base_service_test.go	fastgpt	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	Tenant+Store 知识库和 FastGPT readiness；行业继承 Tenant	KnowledgeBase.IntentProfileID runtime override、旧本地检索 fallback	go test ./internal/services/... -run "KnowledgeBase|FastGPT" -count=1	pending
internal/services/manual_session_timeout_service.go	rule-dispatch	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai-handoff:4db799363040a4478a5585e101d119de11a26f8e	B8	现有 Tenant/Store/小组/排班/Presence/容量/公平债务/SLA/stale recovery，接入 need_human	模型选人、AI 评分派单、跨租户候选和重复人工任务	go test ./internal/services/... -run "Dispatch|Handoff|Route|Timeout|AgentTeamScope" -count=1	pending
internal/services/media_understanding_service.go	ai-reply-runtime	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7	Tenant+Store 消息/媒体/工具上下文和完整 ai-billing Runtime 调用顺序	旧 AIConfig/fallback、跨租户资源和额外模型调用	go test ./internal/services/... ./internal/ai/runtime/... -run "Message|Media|Skill|Runtime" -count=1	pending
internal/services/message_service.go	ai-reply-runtime	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7	Tenant+Store 消息/媒体/工具上下文和完整 ai-billing Runtime 调用顺序	旧 AIConfig/fallback、跨租户资源和额外模型调用	go test ./internal/services/... ./internal/ai/runtime/... -run "Message|Media|Skill|Runtime" -count=1	pending
internal/services/skill_runtime_service.go	ai-reply-runtime	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7	Tenant+Store 消息/媒体/工具上下文和完整 ai-billing Runtime 调用顺序	旧 AIConfig/fallback、跨租户资源和额外模型调用	go test ./internal/services/... ./internal/ai/runtime/... -run "Message|Media|Skill|Runtime" -count=1	pending
internal/services/store_account_lifecycle_service.go	legacy-removal	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + unified-plan	B12	账号邀请/审核和 StoreStaffBinding 由现有 Tenant 服务承接	删除旧 Company 门店开户 lifecycle 文件及 caller	rg StoreAccountLifecycle legacy callers; tenant registration/store binding tests	pending
internal/services/store_ai_model_setting_service.go	legacy-removal	ai:4db799363040a4478a5585e101d119de11a26f8e + unified-plan	B12	候选验证/失败保活语义迁入 StoreModelCredentialService；Profile 指派迁入独立服务	删除 StoreAIModelSetting service/test/model/API/table 和所有 fallback	rg StoreAIModelSetting returns zero runtime hits; credential/profile tests; schema cleanup	pending
internal/services/store_ai_model_setting_service_test.go	legacy-removal	ai:4db799363040a4478a5585e101d119de11a26f8e + unified-plan	B12	候选验证/失败保活语义迁入 StoreModelCredentialService；Profile 指派迁入独立服务	删除 StoreAIModelSetting service/test/model/API/table 和所有 fallback	rg StoreAIModelSetting returns zero runtime hits; credential/profile tests; schema cleanup	pending
internal/services/tag_service.go	customer-tags	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B9	行业固定 Tenant 目录、StoreCustomerRelation 标签、人工保护、互斥、append-only change log、最多 6 个	Company-scoped tag、租户自建/改 SemanticKey/物理删除、ConversationTag	go test ./internal/services/... -run CustomerTag -count=1; Store isolation tests	pending
internal/services/ws_realtime_types.go	realtime	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B4-B7	Tenant channel、Credential readiness、会话状态的范围化事件	跨 Tenant 广播、完整密钥/指纹和旧 model setting payload	go test ./internal/services/... -run WS -count=1	pending
internal/services/ws_service.go	realtime	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B4-B7	Tenant channel、Credential readiness、会话状态的范围化事件	跨 Tenant 广播、完整密钥/指纹和旧 model setting payload	go test ./internal/services/... -run WS -count=1	pending
internal/services/ws_service_test.go	realtime	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B4-B7	Tenant channel、Credential readiness、会话状态的范围化事件	跨 Tenant 广播、完整密钥/指纹和旧 model setting payload	go test ./internal/services/... -run WS -count=1	pending
internal/services/wx_work_protocol_instance_service.go	store-channel	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B4-B6	Tenant+Store 强约束和企微协议身份；关联 Store readiness	IntentProfileID/model grant/model setting/API key 在企微层覆盖	go test ./internal/services/... -run WxWork -count=1	pending
internal/services/wx_work_protocol_reception_test.go	store-channel	ai:4db799363040a4478a5585e101d119de11a26f8e + tenant-scope:1e8e95c91307d01a556c83ed43ea500e553e4563	B7	保留最新接待模式行为并验证 Tenant+Store 范围	禁止旧 hook bridge、旧企微字段和模型/行业 fallback	go test ./internal/services/... -run Reception -count=1	pending
internal/services/wxwork_protocol_login_status_service.go	store-channel	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7	AI 分支最新接待模式、登录状态、QR 校验并保留 Tenant+Store scope	旧 hook bridge、旧企微字段和企微层行业/模型 fallback	go test ./internal/services/... -run "WxWorkProtocol|Reception|LoginStatus" -count=1	pending
internal/services/wxwork_protocol_login_status_service_test.go	store-channel	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7	AI 分支最新接待模式、登录状态、QR 校验并保留 Tenant+Store scope	旧 hook bridge、旧企微字段和企微层行业/模型 fallback	go test ./internal/services/... -run "WxWorkProtocol|Reception|LoginStatus" -count=1	pending
internal/services/wxwork_protocol_service.go	store-channel	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7	AI 分支最新接待模式、登录状态、QR 校验并保留 Tenant+Store scope	旧 hook bridge、旧企微字段和企微层行业/模型 fallback	go test ./internal/services/... -run "WxWorkProtocol|Reception|LoginStatus" -count=1	pending
internal/services/wxwork_protocol_service_test.go	store-channel	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7	AI 分支最新接待模式、登录状态、QR 校验并保留 Tenant+Store scope	旧 hook bridge、旧企微字段和企微层行业/模型 fallback	go test ./internal/services/... -run "WxWorkProtocol|Reception|LoginStatus" -count=1	pending
web/app/dashboard/ai-configs/page.tsx	model-profile-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B3	原平台模型配置入口升级为九槽 Model Profile 管理	旧 AIConfig、租户可见 provider/baseURL/key 和 grant UI	pnpm --dir web typecheck; ai-config platform permission tests; browser QA	B3-complete@682b905
web/app/dashboard/conversations/_components/chat-panel.tsx	conversation-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7-B9	现有全部账号/来源企微高亮/实时回复工作台，接入 Runtime 状态和 Store 客户标签	ConversationTag picker、模型内部细节和跨 Tenant/Store cache	conversation permission/realtime tests; pnpm typecheck; desktop/mobile browser QA	pending
web/app/dashboard/conversations/_components/conversation-info-panel.tsx	conversation-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7-B9	现有全部账号/来源企微高亮/实时回复工作台，接入 Runtime 状态和 Store 客户标签	ConversationTag picker、模型内部细节和跨 Tenant/Store cache	conversation permission/realtime tests; pnpm typecheck; desktop/mobile browser QA	pending
web/app/dashboard/conversations/page.tsx	conversation-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7-B9	现有全部账号/来源企微高亮/实时回复工作台，接入 Runtime 状态和 Store 客户标签	ConversationTag picker、模型内部细节和跨 Tenant/Store cache	conversation permission/realtime tests; pnpm typecheck; desktop/mobile browser QA	pending
web/app/dashboard/knowledge/_components/fastgpt-file-panel.tsx	fastgpt-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	现有知识页面升级 Store FastGPT workspace、provision、sync、readiness	企微模型 Profile 归属、Company scope 和密钥展示	knowledge permission tests; pnpm typecheck; browser QA	pending
web/app/dashboard/knowledge/_components/fastgpt-knowledge-workspace.tsx	fastgpt-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	现有知识页面升级 Store FastGPT workspace、provision、sync、readiness	企微模型 Profile 归属、Company scope 和密钥展示	knowledge permission tests; pnpm typecheck; browser QA	pending
web/app/dashboard/knowledge/_components/fastgpt-provision-dialog.tsx	fastgpt-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	现有知识页面升级 Store FastGPT workspace、provision、sync、readiness	企微模型 Profile 归属、Company scope 和密钥展示	knowledge permission tests; pnpm typecheck; browser QA	pending
web/app/dashboard/knowledge/_components/knowledge-base-edit.tsx	fastgpt-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	现有知识页面升级 Store FastGPT workspace、provision、sync、readiness	企微模型 Profile 归属、Company scope 和密钥展示	knowledge permission tests; pnpm typecheck; browser QA	pending
web/app/dashboard/knowledge/_components/knowledge-base-list.tsx	fastgpt-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	现有知识页面升级 Store FastGPT workspace、provision、sync、readiness	企微模型 Profile 归属、Company scope 和密钥展示	knowledge permission tests; pnpm typecheck; browser QA	pending
web/app/dashboard/knowledge/page.tsx	fastgpt-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	现有知识页面升级 Store FastGPT workspace、provision、sync、readiness	企微模型 Profile 归属、Company scope 和密钥展示	knowledge permission tests; pnpm typecheck; browser QA	pending
web/app/dashboard/layout.tsx	navigation-i18n	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B12	Tenant/平台上下文导航和按权限可见的最终行业/Profile/Credential/Billing/标签入口	旧 AI Agent/运行日志/Grant/StoreSetting/ConversationTag/Company 独立入口	navigation/layout permission tests; locale tests; pnpm typecheck; browser QA	pending
web/app/dashboard/skill-definition/_components/debug-dialog.tsx	ai-reply-runtime-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7	平台有权管理员的 Runtime debug，使用最终 Store Profile/Credential resolver	租户模型内部细节、旧 AIConfig selector 和越权 debug	skill platform permission tests; pnpm typecheck	pending
web/app/dashboard/store-workbench/page.tsx	store-self-service-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B4-B5	门店工作台复用 Credential 能力；模型账单复用统一 Billing workspace 并由 Store scope 自动锁定唯一门店	provider/baseURL/内部模型配置、跨 Store 明细、平行门店账单逻辑和 API key 明文	store workbench action tests; billing scope tests; browser QA	B4-credential-ui-complete@06f2b60;B5-shared-billing-capability-complete@7839390
web/app/dashboard/tags/page.tsx	customer-tags-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B9	行业固定目录的启停和显示别名；按 Store 查看客户标签	新建/改 SemanticKey/物理删除/会话标签 UI	tag action tests; pnpm typecheck; browser QA	pending
web/app/wxwork-remote-setup/page.tsx	store-self-service-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B4	公司主管邀请/已注册账号绑定和获准门店凭据自助	重新开户语义、企微模型/行业覆盖和密钥回显	wxwork account permission tests; pnpm typecheck; browser QA	pending
web/components/wxwork-protocol/fastgpt-model-profile-dialog.tsx	fastgpt-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B6	现有知识页面升级 Store FastGPT workspace、provision、sync、readiness	企微模型 Profile 归属、Company scope 和密钥展示	knowledge permission tests; pnpm typecheck; browser QA	pending
web/components/wxwork-protocol/wxwork-protocol-instance-manager.tsx	store-channel-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B4-B6	Store 企微身份管理、模型名和 readiness 只读状态	企微选择模型、租户授权池、密钥明文和行业 selector	wxwork account permission tests; pnpm typecheck; browser QA	pending
web/hooks/use-agent-conversation-realtime.ts	conversation-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7-B9	现有全部账号/来源企微高亮/实时回复工作台，接入 Runtime 状态和 Store 客户标签	ConversationTag picker、模型内部细节和跨 Tenant/Store cache	conversation permission/realtime tests; pnpm typecheck; desktop/mobile browser QA	pending
web/lib/api/admin.ts	shared-web-contract	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B2-B12	保留平台通用行业/Profile/Assignment API；Credential、Billing、FastGPT 和标签使用独立领域客户端并共享 request()	旧 AIConfig/Grant/StoreSetting/ConversationTag client、Billing 混入通用 admin client 和重复 fetch	pnpm --dir web typecheck; all *.test.mjs	B2-industry-contract-complete@fec989d;B3-profile-contract-complete@682b905;B4-credential-client-split@06f2b60;B5-billing-client-split@7839390;B6-B12-pending
web/lib/browser-geolocation.ts	store-channel-ui	ai:4db799363040a4478a5585e101d119de11a26f8e	B7	最新企微 QR/接待流程需要的浏览器定位能力，权限失败明确处理	静默伪造位置或无业务 caller	wxwork protocol browser flow; pnpm typecheck	pending
web/lib/navigation.tsx	navigation-i18n	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B2-B12	Tenant/平台上下文导航和按权限可见的最终行业/Profile/Credential/Billing/标签入口	旧 AI Agent/运行日志/Grant/StoreSetting/ConversationTag/Company 独立入口	navigation/layout permission tests; locale tests; pnpm typecheck; browser QA	B2-platform-industry-nav-complete@a42f698;B5-billing-nav-complete@7839390;B12-final-cleanup-pending
web/lib/stores/agent-conversations.ts	conversation-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B7-B9	现有全部账号/来源企微高亮/实时回复工作台，接入 Runtime 状态和 Store 客户标签	ConversationTag picker、模型内部细节和跨 Tenant/Store cache	conversation permission/realtime tests; pnpm typecheck; desktop/mobile browser QA	pending
web/messages/en-US.json	navigation-i18n	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B2-B12	Tenant/平台上下文导航和按权限可见的最终行业/Profile/Credential/Billing/标签入口	旧 AI Agent/运行日志/Grant/StoreSetting/ConversationTag/Company 独立入口	navigation/layout permission tests; locale tests; pnpm typecheck; browser QA	B5-billing-locale-complete@7839390;B12-final-cleanup-pending
web/messages/zh-CN.json	navigation-i18n	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + ai:4db799363040a4478a5585e101d119de11a26f8e	B2-B12	Tenant/平台上下文导航和按权限可见的最终行业/Profile/Credential/Billing/标签入口	旧 AI Agent/运行日志/Grant/StoreSetting/ConversationTag/Company 独立入口	navigation/layout permission tests; locale tests; pnpm typecheck; browser QA	B5-billing-locale-complete@7839390;B12-final-cleanup-pending
internal/handlers/dashboard/billing_query_handler.go	billing-api	unified-plan + ai:4db799363040a4478a5585e101d119de11a26f8e	B5	显式 options/get/export Handler、统一权限、CSV 输出和公式注入防护	Handler 直连 repository、跨范围导出和秘密字段	go test ./internal/handlers/dashboard/... -run Billing -count=1	B5-complete@aad04ab
internal/migration/000071_sync_billing_permissions.go	billing-migration	unified-plan	B5	幂等同步 billing.view/export 及默认角色绑定	隐藏权限、客服默认账单权限和单数据库 Migration	go test ./internal/migration/... -run SyncBillingPermissions -count=1; SQLite/MySQL rerun	B5-complete@aad04ab
internal/pkg/dto/request/billing_query_request.go	billing-api	unified-plan	B5	独立 Tenant/Store/日期/模型/RequestID 查询 DTO	Billing 混入 admin DTO、客户端提交 API Key 或网关配置	go test ./internal/services/... -run Billing -count=1	B5-complete@aad04ab
internal/pkg/dto/response/billing_query_response.go	billing-api	unified-plan	B5	官方账单、本地归因、精确对账与 Store 裁剪响应	API Key、指纹、Token 名、Provider、BaseURL、Prompt、Schema	go test ./internal/services/... -run Billing -count=1; response secret scan	B5-complete@aad04ab
internal/pkg/newapi/token_client.go	billing-newapi	ai:4db799363040a4478a5585e101d119de11a26f8e	B5	按 Store Key 查询 status、token usage 与 token logs；只接受 CNY 口径	平台 AccessToken/UserID 查询、错误回显秘密和多网关	go test ./internal/pkg/newapi/... -run TokenClient -count=1	B5-complete@aad04ab
internal/services/billing_query_service.go	billing-domain	unified-plan + ai:4db799363040a4478a5585e101d119de11a26f8e	B5	Platform/Tenant/Store 范围、单店容错、官方/本地分栏和 Store+RequestID 对账	跨 Tenant/Store 读取、平台 Key fallback、时间窗口猜测匹配和额度拦截	go test ./internal/services/... -run Billing -count=1	B5-complete@aad04ab
web/app/dashboard/billing-query/page.tsx	billing-ui	unified-plan + ai:4db799363040a4478a5585e101d119de11a26f8e	B5	一个按数据范围复用的官方账单/本地归因/对账工作区和导出入口	门店内部归因、模型基础设施字段和平行门店账单页	tsc --noEmit; all *.test.mjs; next build --webpack; desktop/mobile QA	B5-complete@7839390
web/lib/api/billing-query.ts	billing-web-contract	unified-plan	B5	复用 request/requestBlob 的独立 Billing 客户端与最小响应类型	页面裸 fetch、admin client 混杂和秘密响应字段	tsc --noEmit; billing action tests	B5-complete@7839390
internal/migration/000068_bind_tenant_industry_catalog.go	tenant-industry-migration	unified-plan + ai:4db799363040a4478a5585e101d119de11a26f8e	B2	幂等建立酒店行业、5 个意图、4 类 31 标签、8 互斥组并绑定历史 Tenant	下级行业 override、未绑定 Tenant 和静默酒店 fallback	go test ./internal/migration/... -run BindTenantIndustry -count=1; SQLite/MySQL rerun	B2-complete@fec989d
internal/migration/000068_bind_tenant_industry_catalog_test.go	tenant-industry-migration	unified-plan + ai:4db799363040a4478a5585e101d119de11a26f8e	B2	覆盖 fresh、历史 override 清理、Tenant 绑定、目录和幂等	只测单数据库或不验证历史残留	go test ./internal/migration/... -run BindTenantIndustry -count=1	B2-complete@fec989d
internal/services/tenant_industry_service.go	tenant-industry	unified-plan + tenant:1e8e95c91307d01a556c83ed43ea500e553e4563	B2	Tenant 唯一行业解析、发布校验、危险切换、目录投影和不可变审计	Company/Store/企微/知识库 override 与默认行业 fallback	go test ./internal/services/... -run TenantIndustry -count=1	B2-complete@fec989d
internal/services/tenant_industry_service_test.go	tenant-industry	unified-plan + tenant:1e8e95c91307d01a556c83ed43ea500e553e4563	B2	覆盖绑定、切换、确认、AI 停用门禁、revision、标签目录和稳定编码	缺少跨行业或绕过审计的路径	go test ./internal/services/... -run TenantIndustry -count=1	B2-complete@fec989d
internal/services/reply_intent_profile_service.go	industry-profile	ai:4db799363040a4478a5585e101d119de11a26f8e + unified-plan	B2	行业 Profile 草稿、严格发布、revision、绑定保护和标签定义同步	租户编辑 Prompt/Schema、绑定后改稳定编码或静默停用	go test ./internal/services/... -run TenantIndustry -count=1	B2-complete@fec989d
internal/services/reply_intent_config_service.go	industry-intent	ai:4db799363040a4478a5585e101d119de11a26f8e + unified-plan	B2	按行业 Profile 管理意图分类并推进 Profile revision	Company/Store 作用域、跨行业 fallback 和租户侧写入	go test ./internal/services/... -run TenantIndustry -count=1	B2-complete@fec989d
internal/services/tenant_management_service.go	tenant-foundation	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + unified-plan	B2	Tenant 创建行业必填、危险切换事务和 Profile 锁定	无行业 Tenant、下级覆盖和无确认切换	go test ./internal/services/... -run TenantManagement -count=1	B2-complete@fec989d
web/app/dashboard/channels/_components/edit.tsx	tenant-industry-ui	tenant:1e8e95c91307d01a556c83ed43ea500e553e4563 + unified-plan	B2	接入公司行业必选、只读说明、危险切换二次确认和原因	租户主管改行业、无提示切换和下级行业配置	channel tenant-page tests; pnpm typecheck; browser QA	B2-complete@fec989d
web/app/dashboard/reply-intent-profiles/page.tsx	industry-profile-ui	ai:4db799363040a4478a5585e101d119de11a26f8e + unified-plan	B2	平台行业 Profile、Prompt、Schema、revision、状态和筛选	Tenant 暴露内部规则、all 状态误过滤	profile permission/filter tests; browser QA	B2-complete@a42f698
web/app/dashboard/reply-intent-configs/page.tsx	industry-intent-ui	ai:4db799363040a4478a5585e101d119de11a26f8e + unified-plan	B2	平台按行业维护固定意图分类和行为规则	租户入口、Company/Store scope、all 状态误过滤	intent permission/filter tests; browser QA	B2-complete@a42f698
internal/builders/store_model_credential_builder.go	store-credential-api	unified-plan + ai:4db799363040a4478a5585e101d119de11a26f8e	B4	只构建掩码、revision、readiness、policy 和审计 DTO	密文、nonce、完整指纹、Provider、BaseURL、Prompt、Schema	go test ./internal/builders/... -run StoreModelCredential -count=1	B4-complete@f9eb16f
internal/builders/store_model_credential_builder_test.go	store-credential-api	unified-plan	B4	证明所有响应不含秘密字段并正确投影候选/审计状态	直接序列化 StoreModelCredential model	go test ./internal/builders/... -run StoreModelCredential -count=1	B4-complete@f9eb16f
internal/handlers/dashboard/store_model_credential_handler.go	store-credential-api	unified-plan + tenant:1e8e95c91307d01a556c83ed43ea500e553e4563	B4	显式 Credential get/submit/approve/reject/policy/audit 路由，统一权限和 ActiveTenant 范围	企微级密钥、隐藏权限、handler 直连 repository	go test ./internal/handlers/dashboard/... ./internal/services/... -run StoreModelCredential -count=1	B4-complete@f9eb16f
internal/migration/000070_initialize_store_model_credentials.go	store-credential-migration	unified-plan	B4	幂等为历史 Store 建立 unconfigured Credential 与默认关闭 Policy	迁移旧 AIConfig.APIKey 或自动激活模型	go test ./internal/migration/... -run StoreModelCredential -count=1; SQLite/MySQL rerun	B4-complete@f9eb16f
internal/migration/000070_initialize_store_model_credentials_test.go	store-credential-migration	unified-plan	B4	覆盖 fresh、历史 Store、默认策略、无旧密钥迁移和幂等	只测 fresh 或单数据库	go test ./internal/migration/... -run StoreModelCredential -count=1	B4-complete@f9eb16f
internal/models/store_model_credential.go	store-credential-schema	unified-plan + ai:4db799363040a4478a5585e101d119de11a26f8e	B4	Tenant+Store 唯一 Credential/Policy、candidate/active revision 与 append-only audit	明文 key、租户默认 key、企微 key 和 JSON 泄漏	go test ./internal/services/... -run StoreModelCredential -count=1; schema matrix	B4-complete@f9eb16f
internal/pkg/dto/request/store_model_credential_request.go	store-credential-api	unified-plan	B4	敏感动作携带当前密码、confirmed、Tenant/Store 和 candidate revision	无确认 mutation、前端提交 Provider/BaseURL	go test ./internal/services/... -run StoreModelCredential -count=1	B4-complete@f9eb16f
internal/pkg/dto/response/store_model_credential_response.go	store-credential-api	unified-plan	B4	仅返回模型名、掩码、状态、revision、policy 和审计	API Key、Provider、BaseURL、Prompt、Schema	go test ./internal/builders/... -run StoreModelCredential -count=1	B4-complete@f9eb16f
internal/pkg/securex/aesgcm.go	credential-crypto	unified-plan	B4	AES-256-GCM、版本化信封、指纹和末六位掩码	可逆弱加密、固定 nonce、日志输出密钥	go test ./internal/pkg/securex/... -count=1; secret scan	B4-complete@f9eb16f
internal/pkg/securex/aesgcm_test.go	credential-crypto	unified-plan	B4	覆盖 roundtrip、随机 nonce、篡改失败、无效主密钥和掩码	仅 happy path	go test ./internal/pkg/securex/... -count=1	B4-complete@f9eb16f
internal/repositories/store_model_credential_repository.go	store-credential-data	unified-plan + ai:4db799363040a4478a5585e101d119de11a26f8e	B4	Tenant+Store 查询、锁、CAS 激活、candidate 清理和 append-only audit	无 Tenant 条件更新、覆盖式审计和跨 Store 读取	go test -race ./internal/services -run TestStoreModelCredential -count=1	B4-complete@f9eb16f
internal/services/model_call_resolver_service.go	model-resolver	unified-plan + ai:4db799363040a4478a5585e101d119de11a26f8e	B3-B4	只解密 ready Store active Credential，并校验 Profile/Assignment/Credential revision 一致	AIConfig/Grant/StoreSetting/平台 key fallback	go test ./internal/services/... -run "ModelCallResolver|StoreModelCredential" -count=1	B3-contract-complete@843c781;B4-active-resolver-complete@f9eb16f
internal/services/store_model_credential_fastgpt.go	store-credential-fastgpt	unified-plan + ai:4db799363040a4478a5585e101d119de11a26f8e	B4	candidate 激活前同步当前 Tenant+Store FastGPT target/applied revision	跨 Store client、失败仍激活、密钥落库到 FastGPT 状态	go test ./internal/services/... -run StoreModelCredential -count=1	B4-complete@f9eb16f
internal/services/store_model_credential_service.go	store-credential-domain	unified-plan + ai:4db799363040a4478a5585e101d119de11a26f8e + tenant:1e8e95c91307d01a556c83ed43ea500e553e4563	B4	candidate 验证、审批、CAS 激活、旧 active 保活、密码确认和 Tenant/Store 权限编排	双 resolver、失败覆盖 active、跨范围操作和隐藏权限	go test -race ./internal/services -run TestStoreModelCredential -count=1	B4-complete@f9eb16f
internal/services/store_model_credential_service_test.go	store-credential-domain	unified-plan	B4	覆盖平台/主管/门店范围、错误密码、确认、审批、并发、失败保活和不可变审计	缺少越权与失败路径	go test -race ./internal/services -run TestStoreModelCredential -count=1	B4-complete@f9eb16f
internal/services/store_model_credential_validator.go	store-credential-validation	unified-plan + ai:4db799363040a4478a5585e101d119de11a26f8e	B4	使用单一 NewAPI 网关逐槽验证九个模型用途并分类错误	缺槽 fallback、多网关和日志输出 Key	go test ./internal/services/... -run StoreModelCredential -count=1	B4-complete@f9eb16f
